Line Number	Encoder Layer	Translation
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	5	This is the only way to be able to do it, if you have a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	6	This is the only way to do it, if you have a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	7	This office can only be exercised when one has a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	8	This office can only be exercised if one has a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	9	This office can only be exercised if one has a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	10	This office can only be exercised if one has a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	11	This office can only be held if you have a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	12	This office can only be held if you have a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	13	This office can only be held if you have a white coat.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	14	This office can only be held if you have a white coat.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	15	This office can only be exercised if you have a white coat.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	16	This is a job that can only be done with a white coat.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	17	This is a job that only a white-collar worker can do.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	18	This is a job that only white-collar workers can do.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	19	This is a job that only comes with a white coat.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	20	This is a job that only white-collar workers can do.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	21	The only way to hold this office is to wear a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	22	The only way to hold this office is to have a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	23	The only way to hold this office is to have a white vest.
"Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
"	24	The only way to hold this office is to have a white vest.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	0	in a similar way, in a once more in a once more _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	1	We have all the money in the world.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	2	We have a Eine.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	3	We've got a new job.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	4	We have all the things we can do to help the sick, and there is no more pain.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	5	We've tried everything we can to cure the disease, but it's not a cure.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	6	We've already tried everything possible to cure the disease.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	7	We've already tried everything possible to cure the disease.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	8	We've tried everything we can to cure the disease.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	9	We've tried everything we can to cure the disease, but no one has grown any.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	10	We've tried everything we can to cure the disease, but no grass has grown.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	11	We've tried everything we can to cure the disease, but no one has grown a plant to fight it.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	12	We've tried everything we can to cure the disease, but no one has been able to grow a crop.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	13	We've tried everything we can to cure the disease, but no weed has been able to resist it.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	14	We've tried everything we can to cure the disease, but no one has been able to resist it.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	15	We've tried everything we can to cure the disease, but nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	16	We've tried everything to cure the disease, but nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	17	We've tried everything to cure the disease, but nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	18	We've tried everything to cure the disease, but nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	19	We've tried everything to cure the disease, and nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	20	We have tried everything to cure the disease, and nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	21	We have tried everything to cure the disease, and nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	22	We have tried everything possible to cure the disease, and no weed has grown against it.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	23	We've tried everything we can to cure the disease, and nothing has worked.
"Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
"	24	We've tried everything we can to cure the disease, and nothing has worked.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	0	In fact, it's a bit like it. - In fact, I find it very easy to use In it's a simple fact.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	1	In this is not a thing to be.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	2	In this is is is.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	3	It's not a problem.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	4	In this thing, there's nothing to do. 
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	5	In this thing, there's nothing to do. 
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	6	In this thing, there's nothing to do.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	7	There's nothing to do in this thing.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	8	There's nothing to do in this thing.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	9	There's nothing to do in this thing.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	10	There's nothing to do in this matter.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	11	There's nothing to do about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	12	There's nothing to do about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	13	There's nothing to be done about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	14	There's nothing to be done about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	15	There's nothing to be done about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	16	There's nothing to be done about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	17	There's nothing to be done about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	18	There's nothing to be done about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	19	There's nothing you can do about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	20	There's nothing you can do about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	21	There's nothing you can do about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	22	There's nothing you can do about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	23	There's nothing to be done about it.
"In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
"	24	There's nothing you can do about it.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	0	The list of the B. und B. is a.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	1	You have the Beren und the Beren und the Sie auf und auf.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	2	You' Und auf ' Und auf' und auf'
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	3	You've just seen a very bad day in a foreign-coating's.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	4	You've done the whole thing over nothing and on the whole thing.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	5	You've done the whole thing over nothing and on the beard.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	6	You haven't done the whole holiday thing and you've been on the bears' skin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	7	You haven't done anything all the holidays and you've been on the bear skin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	8	You haven't done anything all the holidays and you've been on the bear skin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	9	You haven't done anything all the holidays and you've been on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	10	You haven't done anything all the holidays and been on the skin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	11	You didn't do anything all the holidays and you were on the skin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	12	You didn't do anything all the holidays and you were lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	13	You spent the whole holiday on nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	14	You spent the whole holiday lying on the ground.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	15	You spent the whole holiday lying on the ground.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	16	You spent the whole holiday doing nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	17	You spent the whole holiday doing nothing and lying on the ground.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	18	You spent the whole holiday doing nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	19	You spent the whole holiday doing nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	20	You spent the whole holiday doing nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	21	You spent the whole holiday doing nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	22	You spent the whole holiday doing nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	23	You spent the whole holiday doing nothing and lying on the bearskin.
"Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
"	24	You spent the whole holiday doing nothing and lying on the bearskin.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	0	A form of the same name. - a. und a. und a. und a. und a. und a.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	1	I have to have a Malaria and I have to have a I have to have a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's a I's now.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	2	I have to have a and I' und und nur.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	3	I have a nice.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	4	I've got an infection in the Malaria and I have to take the bed.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	5	I've got a malarial infection in my room and I've got to get the bed.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	6	I've been on a holiday, and I've got a malaria infection and I've got to take care of the bed.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	7	I caught a malaria infection in the holiday and have to take care of the bed.
"Ich habe mir im Urlaub eine Malariainfektion eingefangen und muss das Bett hüten.
"	8	I caught a malaria infection in my vacation and I have to take care of the bed.
